qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p
WP_002854338.1	WP_004477606.1	59.5	2.86E-05	820	644	298	33	17.785	28183;1049978	tetratricopeptide repeat protein [Leptospira santarosai]	Leptospira santarosai	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	EJY64275.1	59.9	2.88E-05	820	1223	200	59	20.5	1172189	TPR Domain containing protein (macronuclear) [Oxytricha trifallax]	Oxytricha trifallax	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	Sporadotrichida	Oxytrichidae	Oxytrichinae	Oxytricha					
WP_002854338.1	EJY64275.1	58.8	6.74E-05	820	1223	533	59	17.448	1172189	TPR Domain containing protein (macronuclear) [Oxytricha trifallax]	Oxytricha trifallax	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Spirotrichea	Stichotrichia	Sporadotrichida	Oxytrichidae	Oxytrichinae	Oxytricha					
WP_002854338.1	XP_022099054.1	60.3	2.88E-05	820	2220	400	46	17.5	133434	uncharacterized protein LOC110983798 isoform X2 [Acanthaster planci]	Acanthaster planci	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Echinodermata	Eleutherozoa	Asterozoa	Asteroidea	Valvatacea	Valvatida	Acanthasteridae	Acanthaster	
WP_002854338.1	WP_020782646.1	59.9	2.89E-05	820	1197	588	82	14.116	1218600	tetratricopeptide repeat protein [Leptospira sp. P2653]	Leptospira sp. P2653	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_020782646.1	58	0.000128	820	1197	616	82	14.123	1218600	tetratricopeptide repeat protein [Leptospira sp. P2653]	Leptospira sp. P2653	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	RZO63241.1	58.4	2.89E-05	820	289	240	29	18.75	2510337	tetratricopeptide repeat protein [Sandaracinaceae bacterium]	Sandaracinaceae bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	unclassified Sandaracinaceae							
WP_002854338.1	WP_036379134.1	59.5	2.89E-05	820	466	212	30	17.453	1250232	tetratricopeptide repeat protein [Muricauda sp. MAR_2010_75]	Muricauda sp. MAR_2010_75	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda							
WP_002854338.1	WP_036379134.1	54.5	0.000868	820	466	251	30	17.928	1250232	tetratricopeptide repeat protein [Muricauda sp. MAR_2010_75]	Muricauda sp. MAR_2010_75	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda							
WP_002854338.1	RPH90287.1	59.5	2.9E-05	820	612	340	40	17.941	2049433	tetratricopeptide repeat protein, partial [Desulfobacteraceae bacterium]	Desulfobacteraceae bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	unclassified Desulfobacteraceae								
WP_002854338.1	WP_048051451.1	60.3	2.9E-05	820	1817	456	85	18.86	1036677	tetratricopeptide repeat protein [Methanosarcina soligelidi]	Methanosarcina soligelidi	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	WP_048051451.1	58.8	7.01E-05	820	1817	767	85	13.559	1036677	tetratricopeptide repeat protein [Methanosarcina soligelidi]	Methanosarcina soligelidi	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	WP_048051451.1	57.6	0.000157	820	1817	431	85	16.937	1036677	tetratricopeptide repeat protein [Methanosarcina soligelidi]	Methanosarcina soligelidi	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	WP_048051451.1	56.8	0.000328	820	1817	710	85	15.211	1036677	tetratricopeptide repeat protein [Methanosarcina soligelidi]	Methanosarcina soligelidi	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina								
WP_002854338.1	WP_010569619.1	59.5	2.91E-05	820	671	463	48	15.119	301541	tetratricopeptide repeat protein [Leptospira broomii]	Leptospira broomii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	KHJ43258.1	59.9	2.91E-05	820	682	244	30	19.262	68888	tetratricopeptide repeat protein [Trichuris suis]	Trichuris suis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Nematoda	Enoplea	Dorylaimia	Trichinellida	Trichuridae	Trichuris		
WP_002854338.1	XP_011986234.1	60.3	2.92E-05	820	1882	532	97	15.977	9938	PREDICTED: tetratricopeptide repeat protein 6 isoform X2 [Ovis aries musimon]	Ovis aries musimon	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	XP_011986234.1	55.7	0.000744	820	1882	914	97	16.74	9938	PREDICTED: tetratricopeptide repeat protein 6 isoform X2 [Ovis aries musimon]	Ovis aries musimon	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	XP_026821340.1	59.9	2.93E-05	820	1015	677	79	15.51	43146	RNA polymerase-associated protein CTR9 homolog [Rhopalosiphum maidis]	Rhopalosiphum maidis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	PKP49300.1	59.9	2.93E-05	820	1020	591	68	17.09	2013679	hypothetical protein CVT94_05640 [Bacteroidetes bacterium HGW-Bacteroidetes-11]	Bacteroidetes bacterium HGW-Bacteroidetes-11	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)									
WP_002854338.1	RMF89392.1	59.5	2.93E-05	820	642	410	47	19.268	2026769	tetratricopeptide repeat protein [Nitrospinae bacterium]	Nitrospinae bacterium	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	unclassified Nitrospinae											
WP_002854338.1	WP_020980128.1	59.9	2.94E-05	820	1197	507	58	15.385	28182;1001595	tetratricopeptide repeat protein [Leptospira noguchii]	Leptospira noguchii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	KXJ40992.1	59.9	2.94E-05	820	926	496	60	15.323	1798802	hypothetical protein AXA67_07130 [Methylothermaceae bacteria B42]	Methylothermaceae bacteria B42	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylothermaceae	unclassified Methylothermaceae									
WP_002854338.1	WP_064613090.1	59.2	2.95E-05	820	400	404	46	17.079	784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	CCF99359.1	59.9	2.96E-05	820	705	281	28	21.708	77133;768505	serine/threonine protein kinases [uncultured Cytophagia bacterium]	uncultured Cytophagia bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	environmental samples									
WP_002854338.1	XP_016129583.1	59.9	2.99E-05	820	1787	455	53	17.802	75366	PREDICTED: tetratricopeptide repeat protein 6, partial [Sinocyclocheilus grahami]	Sinocyclocheilus grahami	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii
WP_002854338.1	WP_087881835.1	58.8	3E-05	820	343	253	31	15.02	1246637	tetratricopeptide repeat protein [Desulfamplus magnetovallimortis]	Desulfamplus magnetovallimortis	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfamplus								
WP_002854338.1	WP_058103363.1	59.2	3E-05	820	467	251	30	20.319	252356;320912;1250153;1644130;2045442	MULTISPECIES: tetratricopeptide repeat protein [Maribacter]	Maribacter	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae								
WP_002854338.1	PJE48169.1	59.5	3E-05	820	581	389	45	16.195	2080766	hypothetical protein CUR34_01460 [Sediminibacterium sp.]	Sediminibacterium sp. FEMGT703S	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium							
WP_002854338.1	WP_084611891.1	59.9	3E-05	820	768	276	32	20.29	1188319	tetratricopeptide repeat protein [Ferriphaselus amnicola]	Ferriphaselus amnicola	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Ferriphaselus									
WP_002854338.1	XP_001011989.1	59.5	3.01E-05	820	633	401	47	19.95	312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila					
WP_002854338.1	WP_071461663.1	59.9	3.01E-05	820	732	265	29	21.132	576611	tetratricopeptide repeat protein [Polynucleobacter asymbioticus]	Polynucleobacter asymbioticus	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter									
WP_002854338.1	OFX45257.1	59.9	3.01E-05	820	761	556	64	16.007	1797317;1797321;1797324;1797328	hypothetical protein A2X10_01780 [Bacteroidetes bacterium GWA2_33_15]	Bacteroidetes bacterium GWA2_33_15	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)									
WP_002854338.1	WP_124794818.1	59.5	3.02E-05	820	665	377	41	17.772	285729	tetratricopeptide repeat protein [Fusobacterium canifelinum]	Fusobacterium canifelinum	cellular organisms	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium									
WP_002854338.1	WP_012859537.1	59.5	3.03E-05	820	503	544	64	17.831	826;526218	tetratricopeptide repeat protein [Sebaldella termitidis]	Sebaldella termitidis	cellular organisms	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella									
WP_002854338.1	PPT10963.1	59.2	3.03E-05	820	438	375	43	19.733	2028210	TPR Domain containing protein [Geitlerinema sp. FC II]	Geitlerinema sp. FC II	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Coleofasciculaceae	Geitlerinema							
WP_002854338.1	WP_120600101.1	59.2	3.03E-05	820	485	234	27	21.795	2316714	tetratricopeptide repeat protein [Corallococcus sp. AB004]	Corallococcus sp. AB004	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Myxococcales	Cystobacterineae	Myxococcaceae	Corallococcus							
WP_002854338.1	WP_061217699.1	59.9	3.04E-05	820	1197	588	82	14.116	28184	tetratricopeptide repeat protein [Leptospira weilii]	Leptospira weilii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_061217699.1	58	0.000136	820	1197	616	82	14.123	28184	tetratricopeptide repeat protein [Leptospira weilii]	Leptospira weilii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_052417951.1	58.4	3.04E-05	820	317	316	37	18.987	504487	tetratricopeptide repeat protein [Jejuia pallidilutea]	Jejuia pallidilutea	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Jejuia							
WP_002854338.1	WP_052571260.1	59.5	3.04E-05	820	708	238	28	21.008	1408281	tetratricopeptide repeat protein [Endomicrobium proavitum]	Endomicrobium proavitum	cellular organisms	Bacteria	Elusimicrobia	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium									
WP_002854338.1	RZM11265.1	58.4	3.04E-05	820	301	246	29	19.919	1411316	tetratricopeptide repeat protein, partial [Pedobacter sp.]	Pedobacter sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter							
WP_002854338.1	TLN03432.1	59.5	3.07E-05	820	733	554	66	16.245	1869227	tetratricopeptide repeat protein [bacterium]	bacterium	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	TGG89955.1	59.5	3.07E-05	820	609	266	31	17.293	2507553	tetratricopeptide repeat protein [Aphanocapsa feldmannii 277cV]	Aphanocapsa feldmannii 277cV	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Merismopediaceae	Aphanocapsa	Aphanocapsa feldmannii							
WP_002854338.1	ETX02538.1	59.5	3.08E-05	820	612	252	30	17.46	1429438	hypothetical protein ETSY1_03220 [Candidatus Entotheonella factor]	Candidatus Entotheonella factor	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Candidatus Tectomicrobia	Candidatus Entotheonella											
WP_002854338.1	KUK13203.1	58.8	3.08E-05	820	348	226	43	19.027	1635281	Tetratricopeptide TPR_2 [bacterium 42_11]	bacterium 42_11	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	KUK13203.1	56.8	0.000141	820	348	352	43	19.886	1635281	Tetratricopeptide TPR_2 [bacterium 42_11]	bacterium 42_11	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	KUK13203.1	54.9	0.00058	820	348	249	43	23.695	1635281	Tetratricopeptide TPR_2 [bacterium 42_11]	bacterium 42_11	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)												
WP_002854338.1	WP_058882419.1	58.4	3.08E-05	820	298	217	24	22.12	1751289	tetratricopeptide repeat protein [Oscillatoriales cyanobacterium MTP1]	Oscillatoriales cyanobacterium MTP1	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)							
WP_002854338.1	OGW74590.1	59.5	3.1E-05	820	666	253	30	18.182	1801818	hypothetical protein A2Z72_03650 [Omnitrophica bacterium RBG_13_46_9]	Omnitrophica bacterium RBG_13_46_9	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica											
WP_002854338.1	WP_078682399.1	54.9	3.1E-05	820	118	93	11	31.183	1881060	tetratricopeptide repeat protein [Clostridium sp. USBA 49]	Clostridium sp. USBA 49	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium								
WP_002854338.1	OIP40239.1	59.2	3.11E-05	820	441	385	43	19.481	1817895;1974544;1974546	hypothetical protein AUJ95_04765 [Candidatus Desantisbacteria bacterium CG2_30_40_21]	Candidatus Desantisbacteria bacterium CG2_30_40_21	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Desantisbacteria											
WP_002854338.1	EKD69056.1	59.5	3.11E-05	820	613	417	47	17.506	77133	hypothetical protein ACD_47C00277G0002 [uncultured bacterium]	uncultured bacterium	cellular organisms	Bacteria	environmental samples													
WP_002854338.1	WP_066261960.1	57.2	3.11E-05	820	222	178	21	23.034	209389	tetratricopeptide repeat protein [Bacillus acidicola]	Bacillus acidicola	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus								
WP_002854338.1	RIB21025.1	59.9	3.12E-05	820	1238	575	67	17.391	44941	hypothetical protein C2G38_2034734 [Gigaspora rosea]	Gigaspora rosea	cellular organisms	Eukaryota	Opisthokonta	Fungi	Fungi incertae sedis	Mucoromycota	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora					
WP_002854338.1	WP_090701486.1	59.5	3.12E-05	820	775	376	44	18.085	52441	tetratricopeptide repeat protein [Nitrosomonas aestuarii]	Nitrosomonas aestuarii	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas									
WP_002854338.1	OGF44986.1	59.9	3.12E-05	820	947	316	37	18.354	1817861;1817862	hypothetical protein A2536_05460 [Candidatus Firestonebacteria bacterium RIFOXYD2_FULL_39_29]	Candidatus Firestonebacteria bacterium RIFOXYD2_FULL_39_29	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Firestonebacteria											
WP_002854338.1	WP_085515562.1	58.8	3.12E-05	820	339	314	34	20.382	1028	tetratricopeptide repeat protein [Marivirga sericea]	Marivirga sericea	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga							
WP_002854338.1	WP_127836486.1	54.5	3.13E-05	820	118	93	11	31.183	2487743	tetratricopeptide repeat protein [Clostridium sp. PYR-10]	Clostridium sp. PYR-10	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium								
WP_002854338.1	XP_022099053.1	59.9	3.14E-05	820	2226	400	46	17.5	133434	uncharacterized protein LOC110983798 isoform X1 [Acanthaster planci]	Acanthaster planci	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Echinodermata	Eleutherozoa	Asterozoa	Asteroidea	Valvatacea	Valvatida	Acanthasteridae	Acanthaster	
WP_002854338.1	WP_096691428.1	59.9	3.14E-05	820	898	342	39	15.789	1186;2005463;2005469	MULTISPECIES: tetratricopeptide repeat protein [Calothrix]	Calothrix	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae									
WP_002854338.1	RKX79267.1	59.5	3.15E-05	820	619	257	30	17.51	2202144	hypothetical protein DRP87_03785 [Spirochaetes bacterium]	Spirochaetes bacterium	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes												
WP_002854338.1	OQX52564.1	58.4	3.17E-05	820	310	223	26	19.731	1968529	hypothetical protein B5M54_08660 [Candidatus Aminicenantes bacterium 4484_214]	Candidatus Aminicenantes bacterium 4484_214	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Aminicenantes	unclassified Aminicenantes										
WP_002854338.1	XP_011821030.1	59.5	3.17E-05	820	520	395	47	18.481	9568	PREDICTED: tetratricopeptide repeat protein 6 [Mandrillus leucophaeus]	Mandrillus leucophaeus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	WP_008185258.1	59.9	3.18E-05	820	828	293	30	17.406	489825;1155739	CHAT domain-containing protein [Moorea producens]	Moorea producens	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Oscillatoriaceae	Moorea							
WP_002854338.1	WP_089718043.1	59.5	3.18E-05	820	620	252	30	17.46	93172	tetratricopeptide repeat protein [Candidatus Entotheonella palauensis]	Candidatus Entotheonella palauensis	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Candidatus Tectomicrobia	Candidatus Entotheonella											
WP_002854338.1	PZR21220.1	59.2	3.19E-05	820	467	284	33	20.423	96345	hypothetical protein DI539_08580 [Flavobacterium psychrophilum]	Flavobacterium psychrophilum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	WP_109490217.1	59.2	3.19E-05	820	400	404	46	17.079	784;682184	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	PYL50411.1	59.5	3.2E-05	820	773	394	46	17.513	2026799	hypothetical protein DMF32_04235, partial [Verrucomicrobia bacterium]	Verrucomicrobia bacterium	cellular organisms	Bacteria	PVC group	Verrucomicrobia	unclassified Verrucomicrobia	unclassified Verrucomicrobia (miscellaneous)										
WP_002854338.1	WP_120752568.1	59.5	3.2E-05	820	652	209	25	18.66	1714860	tetratricopeptide repeat protein [Aquimarina sp. BL5]	Aquimarina sp. BL5	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina							
WP_002854338.1	WP_004502619.1	59.9	3.2E-05	820	1197	588	82	14.116	28184;1088542	tetratricopeptide repeat protein [Leptospira weilii]	Leptospira weilii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_004502619.1	57.6	0.00014	820	1197	616	82	14.123	28184;1088542	tetratricopeptide repeat protein [Leptospira weilii]	Leptospira weilii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_027003350.1	59.5	3.2E-05	820	807	380	41	17.895	1002	tetratricopeptide repeat protein [Hugenholtzia roseola]	Hugenholtzia roseola	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Hugenholtzia							
WP_002854338.1	XP_001894316.1	59.2	3.2E-05	820	446	188	23	18.085	6279	MGC80272 protein [Brugia malayi]	Brugia malayi	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Nematoda	Chromadorea	Rhabditida	Spirurina	Spiruromorpha	Filarioidea	Onchocercidae	Brugia
WP_002854338.1	WP_138834309.1	59.2	3.21E-05	820	466	270	32	18.889	2583815	tetratricopeptide repeat protein [Flagellimonas sp. AsT0115]	Flagellimonas sp. AsT0115	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas							
WP_002854338.1	WP_138834309.1	54.9	0.000652	820	466	237	32	16.878	2583815	tetratricopeptide repeat protein [Flagellimonas sp. AsT0115]	Flagellimonas sp. AsT0115	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas							
WP_002854338.1	OGC91176.1	58.4	3.21E-05	820	307	226	25	20.354	1802787	hypothetical protein A2W25_10330 [candidate division Zixibacteria bacterium RBG_16_53_22]	candidate division Zixibacteria bacterium RBG_16_53_22	cellular organisms	Bacteria	FCB group	candidate division Zixibacteria												
WP_002854338.1	WP_045917481.1	58.8	3.22E-05	820	370	230	45	20.435	784;1359175	tetratricopeptide repeat protein, partial [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_045917481.1	56.8	0.000131	820	370	241	45	20.332	784;1359175	tetratricopeptide repeat protein, partial [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_045917481.1	55.7	0.000327	820	370	355	45	17.465	784;1359175	tetratricopeptide repeat protein, partial [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia								
WP_002854338.1	WP_076712430.1	59.5	3.23E-05	820	564	494	75	13.765	1914305	tetratricopeptide repeat protein [Desulfurobacterium indicum]	Desulfurobacterium indicum	cellular organisms	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium									
WP_002854338.1	WP_076712430.1	55.3	0.000658	820	564	432	75	15.972	1914305	tetratricopeptide repeat protein [Desulfurobacterium indicum]	Desulfurobacterium indicum	cellular organisms	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium									
WP_002854338.1	WP_013334290.1	59.5	3.23E-05	820	655	452	52	18.805	497965	serine protease [Cyanothece sp. PCC 7822]	Cyanothece sp. PCC 7822	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Cyanothecaceae	Cyanothece							
WP_002854338.1	WP_026610918.1	59.9	3.24E-05	820	933	467	55	17.131	73780	PEP-CTERM system TPR-repeat protein PrsT [Methylocaldum szegediense]	Methylocaldum szegediense	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum									
WP_002854338.1	OHC04915.1	59.5	3.26E-05	820	778	382	43	18.848	1801983	hypothetical protein A3H23_02785 [Planctomycetes bacterium RIFCSPLOWO2_12_FULL_40_19]	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_40_19	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes											
WP_002854338.1	WP_108928203.1	59.5	3.27E-05	820	638	517	59	16.828	1917820	tetratricopeptide repeat protein [Leptospira johnsonii]	Leptospira johnsonii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	RLB16280.1	59.5	3.28E-05	820	583	432	55	15.509	2026735	hypothetical protein DRG63_05535 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
