taxid	protein	species	1	2	3	4	5	6	7	8																									
1978231	tetratricopeptide repeat protein [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
639310	tetratricopeptide repeat protein [Olleya aquimaris]	Olleya aquimaris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
2021391	hypothetical protein COA57_16130 [Flavobacteriales bacterium]	Flavobacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)																								
2315	tetratricopeptide repeat protein [Methanoplanus limicola]	Methanoplanus limicola	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus																									
1413210	SpoIID/LytB domain protein [Orenia metallireducens]	Orenia metallireducens	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia																									
173	tetratricopeptide repeat protein, partial [Leptospira interrogans]	Leptospira interrogans	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
1978231	hypothetical protein DMG52_14010 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1779134	MULTISPECIES: tetratricopeptide repeat protein [Bradymonadales]	Bradymonadales	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria																												
1416614	CHAT domain-containing protein [Gloeobacter kilaueensis]	Gloeobacter kilaueensis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter																								
531300	tetratricopeptide repeat protein [Sphaerospermopsis reniformis]	Sphaerospermopsis reniformis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Sphaerospermopsis																									
531300	tetratricopeptide repeat protein [Sphaerospermopsis reniformis]	Sphaerospermopsis reniformis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Sphaerospermopsis																									
6850	transmembrane and TPR repeat-containing protein 1-like isoform X1 [Limulus polyphemus]	Limulus polyphemus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Chelicerata	Merostomata	Xiphosura	Limulidae	Limulus																		
1940762	tetratricopeptide repeat protein [Nostocales cyanobacterium HT-58-2]	Nostocales cyanobacterium HT-58-2	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	unclassified Nostocales	unclassified Nostocales (miscellaneous)																									
1803464	hypothetical protein AUH11_13310 [Acidobacteria bacterium 13_2_20CM_57_17]	Acidobacteria bacterium 13_2_20CM_57_17	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
2005713	TPR repeat-containing protein YrrB [bacterium BMS3Abin05]	bacterium BMS3Abin05	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
1629708	hypothetical protein VR64_16795 [Desulfatitalea sp. BRH_c12]	Desulfatitalea sp. BRH_c12	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatitalea																									
44941	kinase-like domain-containing protein [Gigaspora rosea]	Gigaspora rosea	cellular organisms	Eukaryota	Opisthokonta	Fungi	Fungi incertae sedis	Mucoromycota	Glomeromycotina	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora																						
1805379	hypothetical protein AUK55_11830 [Syntrophobacteraceae bacterium CG2_30_61_12]	Syntrophobacteraceae bacterium CG2_30_61_12	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	unclassified Syntrophobacteraceae																									
1413210	SpoIID/LytB domain-containing protein [Orenia metallireducens]	Orenia metallireducens	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia																									
1385935	tetratricopeptide repeat protein [Leptolyngbya sp. Heron Island J]	Leptolyngbya sp. Heron Island J	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Leptolyngbyaceae	Leptolyngbya																									
2052166	hypothetical protein DKM23_02585 [Candidatus Melainabacteria bacterium]	Candidatus Melainabacteria bacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Candidatus Melainabacteria	unclassified Candidatus Melainabacteria																											
1797971	hypothetical protein A2474_00540 [Elusimicrobia bacterium RIFOXYC2_FULL_34_12]	Elusimicrobia bacterium RIFOXYC2_FULL_34_12	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia																													
1294263	hypothetical protein JCM21531_4402 [Hungateiclostridium straminisolvens JCM 21531]	Hungateiclostridium straminisolvens JCM 21531	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium straminisolvens																								
102109	tetratricopeptide repeat protein [Desulfovibrio inopinatus]	Desulfovibrio inopinatus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio																									
1628279	tetratricopeptide repeat protein [Nitrospina sp. SCGC_AAA799_C22]	Nitrospina sp. SCGC_AAA799_C22	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina																									
669359	serine protease [Geminocystis herdmanii]	Geminocystis herdmanii	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Chroococcaceae	Geminocystis																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
241425	serine protease [Crinalium epipsammum]	Crinalium epipsammum	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Gomontiellaceae	Crinalium																								
241425	serine protease [Crinalium epipsammum]	Crinalium epipsammum	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Gomontiellaceae	Crinalium																								
935837	rhomboid family intramembrane serine protease [Bacillus sp. J37]	Bacillus sp. J37	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus																									
1978231	hypothetical protein DMG49_20125 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
1801703	hypothetical protein A2Y97_05475 [Nitrospirae bacterium RBG_13_39_12]	Nitrospirae bacterium RBG_13_39_12	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae																													
32054	serine protease [Calothrix parietina]	Calothrix parietina	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae	Calothrix																									
32054	serine protease [Calothrix parietina]	Calothrix parietina	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae	Calothrix																									
32054	serine protease [Calothrix parietina]	Calothrix parietina	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Rivulariaceae	Calothrix																									
1736466	hypothetical protein ASD45_04080 [Pseudolabrys sp. Root1462]	Pseudolabrys sp. Root1462	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys																										
1736466	hypothetical protein ASD45_04080 [Pseudolabrys sp. Root1462]	Pseudolabrys sp. Root1462	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys																										
1736466	hypothetical protein ASD45_04080 [Pseudolabrys sp. Root1462]	Pseudolabrys sp. Root1462	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys																										
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
162156	tol-pal system protein YbgF [uncultured Bacteroides sp.]	uncultured Bacteroides sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																							
671068	Tetratricopeptide TPR_2 repeat protein [Planktothrix serta PCC 8927]	Planktothrix serta PCC 8927	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix serta																							
539	tetratricopeptide repeat protein [Eikenella corrodens]	Eikenella corrodens	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella																										
301375	tetratricopeptide repeat protein [Methanosaeta harundinacea]	Methanosaeta harundinacea	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix																									
2026773	hypothetical protein DRN73_05745 [Candidatus Pacearchaeota archaeon]	Candidatus Pacearchaeota archaeon	cellular organisms	Archaea	DPANN group	Candidatus Pacearchaeota																													
1978231	hypothetical protein DMG53_02940 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
1797974	hypothetical protein A2551_04485 [Elusimicrobia bacterium RIFOXYD2_FULL_34_30]	Elusimicrobia bacterium RIFOXYD2_FULL_34_30	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia																													
1301915	tetratricopeptide repeat protein [Methanocaldococcus bathoardescens]	Methanocaldococcus bathoardescens	cellular organisms	Archaea	Euryarchaeota	Methanomada group	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus																									
1926615	hypothetical protein BZY87_05065 [SAR202 cluster bacterium Io17-Chloro-G6]	SAR202 cluster bacterium Io17-Chloro-G6	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	SAR202 cluster																											
2136183	hypothetical protein [Acinetobacter sp. WCHAc060041]	Acinetobacter sp. WCHAc060041	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter																										
2516958	tetratricopeptide repeat protein [Bacteroides caecimuri]	Bacteroides caecimuri	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1629721	hypothetical protein VR77_08830 [Flavobacteriales bacterium BRH_c54]	Flavobacteriales bacterium BRH_c54	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)																								
459526	Tetratricopeptide TPR_2 repeat protein [Flavobacterium anhuiense]	Flavobacterium anhuiense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																								
455371	CTR9-like protein [Spatholobus suberectus]	Spatholobus suberectus	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids	Fabales	Fabaceae	Papilionoideae	50 kb inversion clade	NPAAA clade	indigoferoid/millettioid clade	Phaseoleae	Spatholobus									
1797316	hypothetical protein A2X08_12240 [Bacteroidetes bacterium GWA2_32_17]	Bacteroidetes bacterium GWA2_32_17	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																										
2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
2209	tetratricopeptide repeat protein [Methanosarcina mazei]	Methanosarcina mazei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina																									
1647413	serine protease [Anabaena sp. WA102]	Anabaena sp. WA102	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena																									
28072	tetratricopeptide repeat protein [Nostoc sp. PCC 7524]	Nostoc sp. PCC 7524	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																									
28072	tetratricopeptide repeat protein [Nostoc sp. PCC 7524]	Nostoc sp. PCC 7524	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																									
1287055	tetratricopeptide repeat protein [Brachyspira hampsonii]	Brachyspira hampsonii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
45254	tetratricopeptide repeat protein [Dysgonomonas capnocytophagoides]	Dysgonomonas capnocytophagoides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Dysgonomonas																								
45254	tetratricopeptide repeat protein [Dysgonomonas capnocytophagoides]	Dysgonomonas capnocytophagoides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Dysgonomonas																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
864702	tetratricopeptide repeat protein [Oscillatoriales cyanobacterium JSC-12]	Oscillatoriales cyanobacterium JSC-12	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																								
2026735	tetratricopeptide repeat protein [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
1797971	hypothetical protein A2474_04915 [Elusimicrobia bacterium RIFOXYC2_FULL_34_12]	Elusimicrobia bacterium RIFOXYC2_FULL_34_12	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia																													
1287055	tetratricopeptide repeat protein [Brachyspira hampsonii]	Brachyspira hampsonii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
1978231	hypothetical protein DMG76_12090 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
817	hypothetical protein AC140_40260 [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1339283	tol-pal system protein YbgF [Bacteroides fragilis str. 3996 N(B) 6]	Bacteroides fragilis str. 3996 N(B) 6	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis																							
28183	tetratricopeptide repeat protein [Leptospira santarosai]	Leptospira santarosai	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
28183	tetratricopeptide repeat protein [Leptospira santarosai]	Leptospira santarosai	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
186804	MULTISPECIES: tetratricopeptide repeat protein [Peptostreptococcaceae]	Peptostreptococcaceae	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales																											
53245	tetratricopeptide repeat protein [Desulfonatronovibrio hydrogenovorans]	Desulfonatronovibrio hydrogenovorans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronovibrio																									
2093369	tetratricopeptide repeat protein [Desulfurivibrio sp.]	Desulfurivibrio sp.	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio																									
1817854	hypothetical protein A2502_10015 [Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24]	Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Edwardsbacteria																												
1817854	hypothetical protein A2502_10015 [Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24]	Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Edwardsbacteria																												
1434108	TPR domain protein, putative component of TonB system [Methanosarcina barkeri MS]	Methanosarcina barkeri MS	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
531300	tetratricopeptide repeat protein [Sphaerospermopsis reniformis]	Sphaerospermopsis reniformis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Sphaerospermopsis																									
531300	tetratricopeptide repeat protein [Sphaerospermopsis reniformis]	Sphaerospermopsis reniformis	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Sphaerospermopsis																									
1801840	hypothetical protein A2Z88_04535 [Omnitrophica WOR_2 bacterium GWA2_47_8]	Omnitrophica WOR_2 bacterium GWA2_47_8	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica																												
389348	tetratricopeptide repeat protein [Candidatus Protochlamydia naegleriophila]	Candidatus Protochlamydia naegleriophila	cellular organisms	Bacteria	PVC group	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia																									
6573	Transmembrane and TPR repeat-containing protein 2 [Mizuhopecten yessoensis]	Mizuhopecten yessoensis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Mollusca	Bivalvia	Pteriomorphia	Pectinoida	Pectinoidea	Pectinidae	Mizuhopecten																		
380242	hypothetical protein BROFUL_01300 [Candidatus Brocadia fulgida]	Candidatus Brocadia fulgida	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia																									
2026887	tetratricopeptide repeat protein [Nitrospirae bacterium]	Nitrospirae bacterium	cellular organisms	Bacteria	Nitrospirae	unclassified Nitrospirae																													
784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia																									
1798237	hypothetical protein [Algibacter sp. RHA_19]	Algibacter sp. RHA_19	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter																								
173	tetratricopeptide repeat protein [Leptospira interrogans]	Leptospira interrogans	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
1803446	hypothetical protein AUI47_11110 [Acidobacteria bacterium 13_1_40CM_2_68_5]	Acidobacteria bacterium 13_1_40CM_2_68_5	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
1796613	tetratricopeptide repeat protein [Bacteroides caecimuris]	Bacteroides caecimuris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
2026770	tetratricopeptide repeat protein [Nitrospiraceae bacterium]	Nitrospiraceae bacterium	cellular organisms	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	unclassified Nitrospiraceae																										
784	tetratricopeptide repeat protein [Orientia tsutsugamushi]	Orientia tsutsugamushi	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Orientia																									
272131	CHAT domain-containing protein [Nostoc punctiforme]	Nostoc punctiforme	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc																									
2026724	tetratricopeptide repeat protein [Chloroflexi bacterium]	Chloroflexi bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	unclassified Chloroflexi (miscellaneous)																											
247490	tetratricopeptide repeat protein [Candidatus Jettenia caeni]	Candidatus Jettenia caeni	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Jettenia																									
1008	tetratricopeptide repeat protein [Saprospira grandis]	Saprospira grandis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Saprospira																								
1978231	hypothetical protein DMG55_19945 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
446	tetratricopeptide repeat protein [Legionella pneumophila]	Legionella pneumophila	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella																										
84377	tetratricopeptide repeat protein [Brachyspira intermedia]	Brachyspira intermedia	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
1978231	hypothetical protein DMG48_14995 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
2005711	TPR repeat-containing protein YrrB [bacterium BMS3Abin03]	bacterium BMS3Abin03	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
2005711	TPR repeat-containing protein YrrB [bacterium BMS3Abin03]	bacterium BMS3Abin03	cellular organisms	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)																													
9669	PREDICTED: tetratricopeptide repeat protein 6 isoform X6 [Mustela putorius furo]	Mustela putorius furo	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Carnivora	Caniformia	Mustelidae	Mustelinae	Mustela	Mustela putorius					
6526	PREDICTED: transmembrane and TPR repeat-containing protein 1-like [Biomphalaria glabrata]	Biomphalaria glabrata	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Mollusca	Gastropoda	Heterobranchia	Euthyneura	Panpulmonata	Hygrophila	Lymnaeoidea	Planorbidae	Biomphalaria																
1263046	putative TPR-repeat protein [Bacteroides fragilis CAG:47]	Bacteroides fragilis CAG:47	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	environmental samples																							
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
817	tetratricopeptide repeat protein [Bacteroides fragilis]	Bacteroides fragilis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
1817772	hypothetical protein A2527_09530 [Candidatus Lambdaproteobacteria bacterium RIFOXYD2_FULL_50_16]	Candidatus Lambdaproteobacteria bacterium RIFOXYD2_FULL_50_16	cellular organisms	Bacteria	Proteobacteria	Candidatus Lambdaproteobacteria																													
