qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid
WP_002854338.1	WP_083925315.1	58.4	7.34E-05	820	761	286	29	20.28	70993
WP_002854338.1	WP_071981298.1	58.8	7.35E-05	820	937	637	72	17.268	1917158
WP_002854338.1	WP_106623590.1	58.8	7.36E-05	820	1287	445	46	20.225	2116516
WP_002854338.1	RMF98394.1	58.4	7.36E-05	820	644	201	24	18.905	2419984
WP_002854338.1	XP_001014539.2	58.4	7.36E-05	820	583	485	56	16.495	312017
WP_002854338.1	WP_081166360.1	58.8	7.37E-05	820	945	543	59	15.285	550983
WP_002854338.1	WP_118664900.1	57.6	7.38E-05	820	354	298	35	19.463	2293127
WP_002854338.1	OHD53501.1	58	7.43E-05	820	496	379	44	18.206	1802190
WP_002854338.1	WP_135762119.1	57.2	7.43E-05	820	302	294	29	21.429	1193500
WP_002854338.1	XP_004649662.1	58.4	7.44E-05	820	601	442	47	16.063	51337
WP_002854338.1	WP_094073336.1	58.4	7.45E-05	820	610	231	27	22.511	2021862
WP_002854338.1	RTL48258.1	58.8	7.47E-05	820	1012	204	23	20.098	2044944
WP_002854338.1	WP_129214803.1	58	7.47E-05	820	433	262	30	21.756	2026760
WP_002854338.1	RKU16984.1	58.4	7.48E-05	820	849	421	47	16.627	2026781
WP_002854338.1	RJP28211.1	58.4	7.49E-05	820	834	435	45	18.161	2035772
WP_002854338.1	XP_007521823.2	58.4	7.49E-05	820	616	470	49	17.021	9365
WP_002854338.1	WP_061476265.1	58.4	7.5E-05	820	577	311	37	16.72	446
WP_002854338.1	XP_001022991.2	58.8	7.51E-05	820	1425	540	61	15.556	312017
WP_002854338.1	KPK40206.1	58.4	7.51E-05	820	823	256	30	20.312	1703776
WP_002854338.1	RIB13025.1	58.8	7.53E-05	820	1227	601	72	14.809	44941
WP_002854338.1	GAL76256.1	58	7.54E-05	820	414	395	47	17.722	906888
WP_002854338.1	WP_138624817.1	58.8	7.54E-05	820	1080	455	52	14.725	579560
WP_002854338.1	PID57728.1	58.8	7.54E-05	820	1285	813	94	15.744	2044937
WP_002854338.1	RKY81711.1	57.6	7.57E-05	820	343	248	29	21.371	2172550
WP_002854338.1	WP_066032400.1	58.8	7.58E-05	820	1004	243	28	21.399	459526
WP_002854338.1	PYV36274.1	56.8	7.58E-05	820	262	247	43	19.028	1978231
WP_002854338.1	PYV36274.1	54.1	0.000485	820	262	238	43	17.227	1978231
WP_002854338.1	EJY79316.1	58.8	7.6E-05	820	1076	558	79	19.355	1172189
WP_002854338.1	EJY79316.1	57.6	0.000146	820	1076	403	79	16.625	1172189
WP_002854338.1	WP_006100200.1	58.8	7.6E-05	820	1282	425	48	16.471	64178;118168
WP_002854338.1	GAK77238.1	58	7.6E-05	820	414	395	47	17.722	906888
WP_002854338.1	XP_026507056.1	58.8	7.63E-05	820	2059	492	59	17.276	1415176
WP_002854338.1	WP_061513324.1	58.4	7.63E-05	820	577	313	37	16.294	446
WP_002854338.1	WP_005781828.1	58.8	7.64E-05	820	1002	239	25	22.176	817;457424;1073388
WP_002854338.1	WP_069067824.1	58.4	7.65E-05	820	639	390	44	18.718	457944
WP_002854338.1	WP_116942465.1	58.4	7.66E-05	820	660	244	27	20.082	2303334
WP_002854338.1	PLW92909.1	58.4	7.66E-05	820	846	168	20	20.833	2053303
WP_002854338.1	WP_066257802.1	56.1	7.67E-05	820	217	224	27	22.768	220684
WP_002854338.1	XP_028180661.1	58.8	7.69E-05	820	1089	267	30	16.105	3848
WP_002854338.1	XP_022754797.1	58.8	7.7E-05	820	1096	287	32	16.376	66656
WP_002854338.1	OGU34215.1	58	7.71E-05	820	474	244	53	21.311	1798424
WP_002854338.1	OGU34215.1	58	8.55E-05	820	474	286	53	15.035	1798424
WP_002854338.1	WP_044079393.1	58.4	7.73E-05	820	683	397	47	15.365	1602168
WP_002854338.1	WP_014487368.1	58.4	7.73E-05	820	631	476	52	16.597	84377;1045858
WP_002854338.1	PIQ50233.1	58	7.73E-05	820	467	253	29	22.925	1973954;1973955
WP_002854338.1	CDE99722.1	58	7.74E-05	820	522	488	57	19.057	1262843
WP_002854338.1	OGC79663.1	58.4	7.74E-05	820	567	561	65	19.786	1802783
WP_002854338.1	WP_002108017.1	58.8	7.74E-05	820	1197	507	58	14.793	173;57678;1049906
WP_002854338.1	OQP57962.1	58.4	7.75E-05	820	941	543	59	15.285	550983
WP_002854338.1	WP_016858394.1	58.8	7.78E-05	820	1141	318	36	19.497	92938
WP_002854338.1	EPG75204.1	58.4	7.79E-05	820	640	459	55	15.904	1193011
WP_002854338.1	KPJ98695.1	58.4	7.79E-05	820	810	444	47	19.144	1704025
WP_002854338.1	RIK02193.1	56.5	7.8E-05	820	237	184	21	20.109	2172549
WP_002854338.1	WP_085022631.1	58	7.81E-05	820	417	226	26	19.469	1240085
WP_002854338.1	WP_100314601.1	58.8	7.83E-05	820	1061	236	25	16.525	454188
WP_002854338.1	WP_099326611.1	58	7.89E-05	820	568	368	43	16.304	174633
WP_002854338.1	XP_006587039.1	58.8	7.89E-05	820	1089	267	30	16.105	3847
WP_002854338.1	PKN96531.1	58.4	7.9E-05	820	727	242	28	21.488	2013728
WP_002854338.1	PKN96531.1	55.3	0.000789	820	727	219	28	17.808	2013728
WP_002854338.1	WP_032542979.1	58.4	7.9E-05	820	1002	239	25	22.176	817
WP_002854338.1	WP_111729453.1	58	7.92E-05	820	470	236	28	15.678	2211119
WP_002854338.1	WP_004593711.1	58	7.92E-05	820	572	314	38	14.331	667126;1069083
WP_002854338.1	WP_008430212.1	58.8	7.92E-05	820	1382	239	28	17.573	414778;933115
WP_002854338.1	WP_055738806.1	58	7.94E-05	820	505	249	29	18.474	157838
WP_002854338.1	WP_111325712.1	58.4	7.94E-05	820	991	400	46	16.75	644383
WP_002854338.1	PCJ34328.1	58.4	7.94E-05	820	606	361	43	17.729	1913988
WP_002854338.1	PYV58406.1	58.8	7.95E-05	820	1202	244	28	23.361	1978231
WP_002854338.1	PCJ65375.1	58	7.95E-05	820	517	245	27	21.224	2030809
WP_002854338.1	WP_125719638.1	58	7.96E-05	820	464	285	33	21.053	2488790
WP_002854338.1	RCK79585.1	57.2	7.97E-05	820	346	222	27	17.568	2268124
WP_002854338.1	WP_080941426.1	57.6	7.97E-05	820	418	219	25	18.265	2208
WP_002854338.1	WP_036831135.1	56.1	7.98E-05	820	224	199	24	19.095	516703;1385512
WP_002854338.1	WP_004296476.1	58.4	7.98E-05	820	1005	526	59	17.11	816;28116;411476;1379690;2292193
WP_002854338.1	WP_004296476.1	56.8	0.000284	820	1005	199	59	22.111	816;28116;411476;1379690;2292193
WP_002854338.1	WP_100723244.1	58.4	7.98E-05	820	638	517	59	16.828	2023198
WP_002854338.1	WP_061857124.1	53.4	7.99E-05	820	117	91	11	29.67	1485;1121305;1121340
WP_002854338.1	WP_036944870.1	58.4	8E-05	820	848	250	29	20.8	35825;398512
WP_002854338.1	WP_012648107.1	58	8E-05	820	573	420	47	17.619	316067;1203471
WP_002854338.1	GCE45495.1	58.4	8.01E-05	820	964	400	46	16.75	644383
WP_002854338.1	WP_090906872.1	58.4	8.01E-05	820	916	655	78	15.573	1855332
WP_002854338.1	RIB19891.1	58.8	8.03E-05	820	1304	392	45	21.429	44941
WP_002854338.1	OGU63357.1	58.4	8.04E-05	820	668	244	28	22.951	1798435
WP_002854338.1	BBH95341.1	58	8.04E-05	820	570	119	13	26.05	2045280
WP_002854338.1	WP_103667150.1	58.4	8.05E-05	820	884	375	41	18.933	2043171
WP_002854338.1	XP_021619957.1	58.4	8.1E-05	820	923	231	27	20.779	3983
WP_002854338.1	AZR74087.1	57.6	8.1E-05	820	363	250	28	22.8	1323375
WP_002854338.1	RIB24272.1	58.4	8.11E-05	820	1171	521	58	15.931	44941
WP_002854338.1	KRX09732.1	58.8	8.13E-05	820	2465	411	47	19.465	266149
WP_002854338.1	WP_112428029.1	58	8.14E-05	820	573	119	13	25.21	1825093
WP_002854338.1	PYS85600.1	57.6	8.14E-05	820	394	249	29	18.876	1978231
WP_002854338.1	WP_129511649.1	58	8.15E-05	820	433	260	30	22.308	2026760
WP_002854338.1	WP_049586625.1	58.4	8.21E-05	820	937	683	73	16.984	28108
WP_002854338.1	RZV57484.1	56.5	8.22E-05	820	243	208	24	17.788	2512248
WP_002854338.1	XP_016847091.1	58.8	8.23E-05	820	2195	500	56	17.2	28377
WP_002854338.1	OIQ17313.1	58.4	8.25E-05	820	1004	426	46	18.31	1860086
WP_002854338.1	WP_096657389.1	58.4	8.27E-05	820	1010	484	52	17.769	1973486;1973488
WP_002854338.1	WP_107694011.1	58.4	8.27E-05	820	932	319	39	16.614	136548
WP_002854338.1	RMG85163.1	58	8.28E-05	820	588	380	43	16.842	2026724
WP_002854338.1	RMG85163.1	57.2	0.000168	820	588	245	43	18.776	2026724
WP_002854338.1	WP_002732563.1	58.4	8.29E-05	820	1197	506	58	15.02	174;280504;508536;1049766;1049767;1049782
WP_002854338.1	RUS90441.1	58.4	8.35E-05	820	867	462	54	17.316	188477
WP_002854338.1	WP_004469644.1	58.4	8.37E-05	820	644	344	37	16.86	28183;1001592
WP_002854338.1	WP_045098471.1	58	8.38E-05	820	576	395	47	17.722	451
WP_002854338.1	AET63534.1	58	8.39E-05	820	609	407	46	17.936	1110509
WP_002854338.1	WP_128251283.1	58.4	8.39E-05	820	1004	376	43	17.287	2494375
WP_002854338.1	RIK01189.1	58	8.39E-05	820	524	451	50	16.186	2172549
WP_002854338.1	WP_026627761.1	58.4	8.44E-05	820	993	765	87	16.471	45254
WP_002854338.1	WP_026627761.1	55.3	0.000885	820	993	417	87	16.307	45254
WP_002854338.1	WP_104908047.1	58.4	8.44E-05	820	686	364	42	18.681	1618022
WP_002854338.1	CCZ38448.1	58.4	8.44E-05	820	995	239	25	22.176	1263047
WP_002854338.1	XP_001026739.1	58.4	8.45E-05	820	1417	727	83	17.744	312017
WP_002854338.1	XP_001026739.1	58.4	8.74E-05	820	1417	495	83	18.384	312017
WP_002854338.1	WP_101604026.1	58.4	8.46E-05	820	1002	239	25	22.176	817
WP_002854338.1	WP_032530941.1	58.4	8.46E-05	820	1002	239	25	22.176	816;817;2162637
WP_002854338.1	KKO17916.1	58	8.46E-05	820	518	451	50	16.186	380242
WP_002854338.1	WP_091130858.1	58.4	8.46E-05	820	1004	243	28	21.399	459526
WP_002854338.1	WP_029523302.1	57.2	8.48E-05	820	346	255	29	18.039	1158345
WP_002854338.1	WP_022943879.1	58.4	8.5E-05	820	851	301	35	16.611	151081
WP_002854338.1	OIO78441.1	57.6	8.51E-05	820	405	213	25	21.127	1805218;1974026;1974029;1974032;1974033;1974034
WP_002854338.1	WP_080952848.1	58	8.52E-05	820	644	344	37	16.86	28183
WP_002854338.1	WP_075426468.1	58.4	8.52E-05	820	997	429	45	15.851	1633631
WP_002854338.1	RME00600.1	58	8.52E-05	820	506	464	51	17.672	2026735
WP_002854338.1	XP_007832094.1	58	8.52E-05	820	517	86	10	27.907	1229662
WP_002854338.1	XP_016395145.1	58.8	8.53E-05	820	1829	508	58	16.929	307959
WP_002854338.1	WP_044163617.1	58.4	8.54E-05	820	1004	199	22	24.121	1133319;1445607
WP_002854338.1	WP_109510552.1	58	8.54E-05	820	469	284	33	17.254	784
WP_002854338.1	SCY24275.1	58.4	8.55E-05	820	929	655	78	15.573	1855332
WP_002854338.1	PYV69994.1	58.4	8.58E-05	820	766	460	55	15.652	1978231
WP_002854338.1	WP_120579609.1	58	8.58E-05	820	485	234	27	21.795	2316727
WP_002854338.1	PYV08599.1	57.6	8.59E-05	820	440	98	12	28.571	1978231
WP_002854338.1	WP_104411390.1	58	8.61E-05	820	577	311	37	16.72	446
WP_002854338.1	WP_014844631.1	58	8.61E-05	820	577	311	37	16.72	446;91891;297246;1383063;1383064;1383065;1383066
WP_002854338.1	WP_096896282.1	57.6	8.61E-05	820	406	349	41	17.765	1284222
WP_002854338.1	XP_028484186.1	58	8.63E-05	820	537	86	10	30.233	264951
WP_002854338.1	PZW22437.1	58.4	8.64E-05	820	986	400	46	16.75	644383
WP_002854338.1	RLC77410.1	58	8.64E-05	820	458	127	15	22.835	2026724
WP_002854338.1	WP_138508033.1	58.4	8.65E-05	820	851	301	35	16.944	151081
WP_002854338.1	PYT11108.1	58.4	8.66E-05	820	751	183	21	22.404	1978231
WP_002854338.1	RKU39046.1	56.5	8.66E-05	820	257	234	25	17.521	2026781
WP_002854338.1	EKA88191.1	58.4	8.66E-05	820	995	239	25	22.176	1073386
WP_002854338.1	RWX43561.1	58	8.68E-05	820	501	381	41	18.373	1859131
WP_002854338.1	PYU98382.1	57.6	8.68E-05	820	437	399	46	17.293	1978231
WP_002854338.1	CCZ73645.1	58.4	8.69E-05	820	1005	199	74	22.613	1263037
WP_002854338.1	CCZ73645.1	56.5	0.000328	820	1005	659	74	17.147	1263037
WP_002854338.1	WP_027265357.1	58	8.69E-05	820	577	312	37	16.346	446
WP_002854338.1	KJV51048.1	56.8	8.7E-05	820	299	363	44	14.325	1359184
WP_002854338.1	WP_000677443.1	58.4	8.72E-05	820	1197	507	58	14.99	173;44276;57678;1001587;1049924;1193040;1218574;1240691;1240692
WP_002854338.1	WP_034842473.1	58.4	8.73E-05	820	1200	402	43	16.667	1510;1121336;1346611
WP_002854338.1	WP_000530393.1	58.4	8.75E-05	820	1172	628	72	13.854	173
WP_002854338.1	WP_061448440.1	58.4	8.76E-05	820	1005	199	22	22.613	28116
WP_002854338.1	RUM58786.1	57.6	8.77E-05	820	421	274	32	16.423	2060922
WP_002854338.1	PDH42675.1	58	8.79E-05	820	470	205	24	16.098	1986240
WP_002854338.1	TDI36733.1	58.4	8.79E-05	820	734	366	51	17.486	1978231
WP_002854338.1	TDI36733.1	56.1	0.0004	820	734	466	51	17.811	1978231
WP_002854338.1	XP_013096968.1	58.4	8.82E-05	820	784	248	28	19.355	6526
WP_002854338.1	XP_001016118.2	58.4	8.85E-05	820	1039	440	43	18.636	312017
WP_002854338.1	RPH47466.1	58	8.87E-05	820	672	210	25	18.095	2049433
WP_002854338.1	WP_119646939.1	57.6	8.87E-05	820	466	251	30	19.124	2306998
WP_002854338.1	WP_119646939.1	56.8	0.000194	820	466	214	30	19.159	2306998
WP_002854338.1	WP_123397936.1	58.4	8.89E-05	820	996	250	28	19.2	2006847;2486464;2486465;2486467
WP_002854338.1	WP_084782373.1	57.2	8.9E-05	820	330	264	30	19.697	1080068
WP_002854338.1	WP_080985266.1	58.4	8.9E-05	820	974	355	35	14.648	29385
WP_002854338.1	EKD63129.1	57.6	8.93E-05	820	449	433	49	15.012	77133;1801904;1801905;1801910
WP_002854338.1	ODS30704.1	58	8.94E-05	820	612	432	48	16.667	1872076
WP_002854338.1	WP_077074003.1	55.7	8.94E-05	820	210	182	21	20.33	1903261
WP_002854338.1	APD88204.1	58.4	8.94E-05	820	937	679	73	16.348	1917157
WP_002854338.1	RLC42604.1	58.4	8.96E-05	820	798	449	48	16.927	2250272
WP_002854338.1	OVE81595.1	58.4	8.96E-05	820	816	240	28	20.417	1932696
WP_002854338.1	WP_124075442.1	58.4	8.96E-05	820	996	250	28	19.2	2486466
WP_002854338.1	WP_032538250.1	58.4	8.98E-05	820	1002	239	25	22.176	817
WP_002854338.1	WP_110554827.1	58	8.99E-05	820	577	311	37	16.72	446
WP_002854338.1	OQV18975.1	58.4	9.01E-05	820	867	263	30	19.011	232323
WP_002854338.1	WP_052331192.1	58.4	9.02E-05	820	1154	388	46	18.299	1160
WP_002854338.1	WP_047116802.1	58.4	9.04E-05	820	767	403	48	16.873	159
WP_002854338.1	WP_047100791.1	58.4	9.04E-05	820	768	403	48	16.625	159
WP_002854338.1	WP_116786106.1	56.5	9.05E-05	820	267	271	31	19.926	2073116
WP_002854338.1	RII31476.1	58	9.05E-05	820	568	417	50	16.547	46610
WP_002854338.1	RII31476.1	54.9	0.001	820	568	460	50	17.826	46610
WP_002854338.1	TMI84734.1	57.2	9.08E-05	820	329	270	32	22.222	1898104
WP_002854338.1	WP_096693206.1	58.4	9.1E-05	820	1197	628	72	13.694	173
WP_002854338.1	WP_045979203.1	58.4	9.1E-05	820	851	301	35	16.611	151081
WP_002854338.1	WP_015358995.1	58.4	9.11E-05	820	1200	402	43	16.667	1510;1121335
WP_002854338.1	WP_008185241.1	58.4	9.11E-05	820	797	278	28	17.626	489825;1155739
WP_002854338.1	XP_025926176.1	58.4	9.12E-05	820	799	300	35	21.333	308060
WP_002854338.1	WP_002630904.1	58.4	9.12E-05	820	1092	588	82	14.116	28184;1049986
WP_002854338.1	WP_002630904.1	56.5	0.000391	820	1092	616	82	14.123	28184;1049986
WP_002854338.1	WP_004496321.1	58.4	9.12E-05	820	1092	588	82	14.116	28184;996804
WP_002854338.1	WP_004496321.1	56.1	0.000408	820	1092	616	82	14.123	28184;996804
WP_002854338.1	OQY28361.1	58.4	9.16E-05	820	826	670	75	16.269	1971726
WP_002854338.1	CDN11551.1	56.8	9.16E-05	820	317	155	18	23.226	1164990
WP_002854338.1	PYT58474.1	58	9.17E-05	820	557	406	49	18.473	1978231
WP_002854338.1	PYT58474.1	56.1	0.000339	820	557	377	49	17.241	1978231
WP_002854338.1	WP_084162249.1	58	9.17E-05	820	640	290	34	21.379	73780
WP_002854338.1	WP_111957059.1	58.4	9.21E-05	820	786	505	55	15.842	2291
WP_002854338.1	WP_099018803.1	58.4	9.21E-05	820	949	356	42	17.135	644220
WP_002854338.1	WP_014094929.1	53.4	9.27E-05	820	120	89	11	26.966	1041504
WP_002854338.1	PYU81820.1	58.4	9.29E-05	820	1264	196	23	21.429	1978231
WP_002854338.1	PYV36400.1	56.8	9.3E-05	820	311	220	27	20	1978231
WP_002854338.1	WP_002121416.1	58.4	9.34E-05	820	1197	507	58	14.99	173;1049937
WP_002854338.1	EKD81376.1	56.1	9.34E-05	820	229	214	26	16.822	77133
WP_002854338.1	XP_027813066.1	58.4	9.35E-05	820	1929	532	97	15.789	9940
WP_002854338.1	XP_027813066.1	56.8	0.000277	820	1929	914	97	16.849	9940
WP_002854338.1	OGS12960.1	58	9.42E-05	820	696	226	27	19.027	1797956;1797962
WP_002854338.1	WP_100909046.1	58	9.44E-05	820	699	273	32	21.612	59277
WP_002854338.1	XP_023716929.1	58.4	9.44E-05	820	1029	441	50	17.914	105785
WP_002854338.1	OQY76097.1	58	9.45E-05	820	608	469	54	17.058	1961106
WP_002854338.1	WP_072924460.1	58	9.45E-05	820	741	385	46	18.442	1126
WP_002854338.1	WP_072924460.1	55.7	0.000541	820	741	417	46	17.506	1126
WP_002854338.1	WP_047775524.1	58.4	9.46E-05	820	1004	274	32	20.073	1423322
WP_002854338.1	WP_017308961.1	58	9.46E-05	820	667	428	48	16.355	1174528
WP_002854338.1	WP_061236980.1	58.4	9.5E-05	820	1197	507	58	14.99	173
WP_002854338.1	RKU11521.1	58	9.5E-05	820	622	405	47	19.753	2026781
WP_002854338.1	WP_136806320.1	57.6	9.5E-05	820	401	146	17	19.863	2569541
WP_002854338.1	RIB29696.1	58.4	9.53E-05	820	1030	349	40	18.052	44941
WP_002854338.1	WP_061638391.1	58	9.55E-05	820	577	312	37	16.346	446
WP_002854338.1	WP_135624202.1	58	9.55E-05	820	704	223	25	21.076	2484945
WP_002854338.1	WP_097127820.1	57.6	9.55E-05	820	456	365	41	16.986	1597977
WP_002854338.1	PYX40627.1	57.6	9.56E-05	820	492	275	32	17.455	1978231
WP_002854338.1	PYU00929.1	57.6	9.56E-05	820	403	254	26	18.504	1978231
WP_002854338.1	XP_020606573.1	58.4	9.57E-05	820	1151	439	46	16.856	48498
WP_002854338.1	WP_061217344.1	58.4	9.58E-05	820	1197	507	58	14.99	173
WP_002854338.1	WP_003004239.1	58.4	9.58E-05	820	1197	713	83	14.025	28184;1218598
WP_002854338.1	WP_002726717.1	58.4	9.58E-05	820	1197	506	58	15.02	174;1049780;1049786
WP_002854338.1	WP_000677442.1	58.4	9.58E-05	820	1197	507	58	14.99	173;1049920;1049922;1049932;1049935
WP_002854338.1	WP_015127461.1	58.4	9.6E-05	820	896	252	27	20.635	99598
WP_002854338.1	WP_015127461.1	55.3	0.000809	820	896	228	27	20.614	99598
WP_002854338.1	WP_115828019.1	58.4	9.6E-05	820	897	351	41	18.803	2077201
WP_002854338.1	XP_015862858.1	58.4	9.63E-05	820	1443	501	59	17.166	230844
WP_002854338.1	WP_106394562.1	57.6	9.64E-05	820	487	293	34	19.454	215803
WP_002854338.1	OOP56691.1	56.8	9.65E-05	820	324	277	31	22.744	1004156
WP_002854338.1	RMH68998.1	58.4	9.65E-05	820	867	550	63	16.545	2026742
WP_002854338.1	XP_002482529.1	58	9.68E-05	820	574	86	10	27.907	441959
WP_002854338.1	WP_017353206.1	58.4	9.69E-05	820	1094	433	48	18.476	1491
WP_002854338.1	WP_069295150.1	58	9.72E-05	820	530	168	20	20.833	291169
WP_002854338.1	WP_002759396.1	58.4	9.74E-05	820	1197	506	58	15.02	171;1049776;1193009;1242991
WP_002854338.1	WP_129019900.1	58	9.77E-05	820	877	291	32	22.68	2499629
WP_002854338.1	WP_037572051.1	55.7	9.79E-05	820	224	240	28	20.833	504483
WP_002854338.1	WP_114903154.1	57.6	9.84E-05	820	466	249	29	20.482	2282170
WP_002854338.1	WP_044493465.1	58	9.85E-05	820	800	243	24	19.342	489825;1155739
WP_002854338.1	PYQ44687.1	58	9.86E-05	820	700	553	63	16.094	1978231
WP_002854338.1	WP_002983243.1	58	9.86E-05	820	700	400	46	18.5	293085;1218591
WP_002854338.1	WP_118031907.1	58.4	9.87E-05	820	1005	528	59	17.045	816;28116;2302926
WP_002854338.1	WP_118031907.1	56.5	0.00032	820	1005	199	59	22.111	816;28116;2302926
WP_002854338.1	OGJ22058.1	56.5	9.87E-05	820	260	243	28	17.284	1801881
WP_002854338.1	WP_024576722.1	58	9.89E-05	820	658	473	51	15.645	1033
WP_002854338.1	WP_012024656.1	57.6	9.89E-05	820	464	277	32	20.578	986;376686
WP_002854338.1	WP_009768019.1	58.4	9.93E-05	820	2384	236	26	18.644	864702
WP_002854338.1	PAA67604.1	58.4	0.0001	820	2066	328	39	17.683	282301
WP_002854338.1	PAA81392.1	58.4	0.0001	820	2067	328	39	17.683	282301
WP_002854338.1	PAA62172.1	58.4	0.0001	820	2067	328	39	17.683	282301
WP_002854338.1	RKY06877.1	58	0.0001	820	574	360	43	20.278	2026780
WP_002854338.1	XP_001443459.1	57.6	0.0001	820	476	412	47	17.961	5888;412030
WP_002854338.1	XP_018332006.1	58	0.000101	820	930	201	24	19.403	224129
WP_002854338.1	ELW63157.1	58	0.000101	820	936	454	47	16.52	246437
WP_002854338.1	PWU02584.1	58.4	0.000101	820	1117	384	45	17.188	1898104
WP_002854338.1	WP_096418540.1	56.8	0.000101	820	307	229	26	21.397	1827144
WP_002854338.1	WP_015145075.1	56.8	0.000101	820	297	214	24	16.822	54308;118163
WP_002854338.1	TES60171.1	58	0.000101	820	573	241	29	20.747	2552947
WP_002854338.1	WP_052561874.1	58	0.000101	820	567	413	46	16.465	795830;2172549
WP_002854338.1	WP_080951651.1	58	0.000101	820	644	344	37	16.86	28183
WP_002854338.1	WP_011216366.1	58	0.000101	820	577	311	37	16.72	446;91891;297245
WP_002854338.1	WP_008314764.1	56.8	0.000101	820	304	251	29	19.124	1173264
WP_002854338.1	WP_083373878.1	58	0.000102	820	827	321	33	17.757	1155739
WP_002854338.1	WP_000677444.1	58.4	0.000102	820	1197	507	58	14.99	173;211880;1049936;1193014;1193042;1433285
WP_002854338.1	WP_099299584.1	58.4	0.000102	820	1100	389	46	16.967	1255
WP_002854338.1	XP_014050074.1	58.4	0.000102	820	1902	386	46	18.135	8030
WP_002854338.1	WP_017850992.1	58.4	0.000103	820	1197	710	83	13.099	173
WP_002854338.1	XP_019625237.1	58.4	0.000103	820	2191	275	34	20	7741
WP_002854338.1	WP_051611391.1	58	0.000103	820	575	150	18	18	653930
WP_002854338.1	WP_120412934.1	58	0.000103	820	645	285	33	17.895	2320099
WP_002854338.1	WP_099145710.1	58	0.000103	820	1005	526	59	17.11	2025659
WP_002854338.1	WP_099145710.1	56.5	0.000317	820	1005	199	59	22.111	2025659
WP_002854338.1	PZM82216.1	57.6	0.000103	820	543	250	28	20	2053573
WP_002854338.1	WP_002097388.1	58.4	0.000103	820	1197	507	58	14.99	173;1049923
WP_002854338.1	PYU90427.1	57.2	0.000104	820	409	255	30	18.824	1978231
WP_002854338.1	PWT80612.1	58	0.000104	820	798	695	80	16.547	1978231
WP_002854338.1	RLC42578.1	58	0.000104	820	798	449	48	16.927	2250272
WP_002854338.1	OGS26435.1	54.1	0.000104	820	144	85	10	31.765	1797967
WP_002854338.1	WP_066559484.1	58	0.000104	820	726	214	25	16.355	1783232
WP_002854338.1	WP_122134785.1	58	0.000104	820	1005	199	74	23.116	47678
WP_002854338.1	WP_122134785.1	56.8	0.000301	820	1005	659	74	17.147	47678
WP_002854338.1	WP_009038918.1	58	0.000104	820	1005	199	59	22.613	585544
WP_002854338.1	WP_009038918.1	58	0.000109	820	1005	528	59	17.235	585544
WP_002854338.1	OGS21216.1	58	0.000104	820	648	245	30	21.633	1797957
WP_002854338.1	OHB99047.1	57.6	0.000104	820	464	447	52	17.45	1801977
WP_002854338.1	WP_095160611.1	57.2	0.000104	820	414	368	43	18.75	1509483
WP_002854338.1	WP_108839480.1	57.6	0.000104	820	502	251	29	17.53	784
WP_002854338.1	WP_004508751.1	58.4	0.000104	820	1197	506	58	14.822	28184;1088540
WP_002854338.1	EXZ12136.1	58	0.000104	820	995	239	25	21.339	1339275
WP_002854338.1	OPX98099.1	57.6	0.000105	820	553	406	45	16.01	1811698
WP_002854338.1	WP_015860726.1	57.2	0.000105	820	359	212	23	20.755	184917;573370
WP_002854338.1	WP_026884483.1	53.4	0.000105	820	119	102	12	28.431	91623
WP_002854338.1	RLI84020.1	56.1	0.000105	820	240	203	24	20.197	2250258
WP_002854338.1	OQX52054.1	57.6	0.000105	820	506	342	41	17.836	1968525
WP_002854338.1	WP_052177746.1	58	0.000105	820	668	388	46	16.237	1506585
WP_002854338.1	WP_011449560.1	58	0.000105	820	643	472	54	15.89	2203;323259
WP_002854338.1	WP_122264175.1	58	0.000106	820	1005	199	74	23.116	47678;1897051
WP_002854338.1	WP_122264175.1	56.5	0.000322	820	1005	659	74	17.147	47678;1897051
WP_002854338.1	WP_122139352.1	58	0.000106	820	1005	199	74	23.116	47678
WP_002854338.1	WP_122139352.1	56.8	0.000281	820	1005	659	74	17.147	47678
WP_002854338.1	WP_084219072.1	57.6	0.000106	820	576	238	29	15.126	328301
WP_002854338.1	WP_138587777.1	58	0.000106	820	851	301	35	16.944	151081
WP_002854338.1	WP_124147070.1	58.4	0.000106	820	1424	486	54	16.049	1458930
WP_002854338.1	WP_013779870.1	55.7	0.000107	820	230	221	26	17.195	252966;697281
WP_002854338.1	PYS48856.1	58	0.000107	820	867	206	24	19.903	1978231
WP_002854338.1	WP_020003570.1	58	0.000107	820	631	419	48	15.513	13264
WP_002854338.1	WP_017662819.1	56.5	0.000107	820	284	221	27	19.457	102127
WP_002854338.1	WP_015274841.1	58	0.000107	820	925	592	68	16.216	52584;1042417
WP_002854338.1	WP_005675258.1	58	0.000107	820	1005	199	74	23.116	47678;411901;997873
WP_002854338.1	WP_005675258.1	56.5	0.000334	820	1005	659	74	17.147	47678;411901;997873
WP_002854338.1	OGX28786.1	57.6	0.000108	820	511	395	44	16.203	1801852
WP_002854338.1	WP_015182353.1	57.6	0.000108	820	595	383	43	17.232	1173027
WP_002854338.1	REJ43501.1	58	0.000108	820	1254	281	32	17.438	2060473
WP_002854338.1	XP_006135481.1	58	0.000108	820	836	251	30	21.514	13735
