qaccver	saccver	bitscore	eval	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p	q
WP_002851328.1	EKF01321.1	56.8	0.000294	788	1367	634	77	14.038	1188;1973485	tetratricopeptide repeat protein [Tolypothrix sp. PCC 7601]	Tolypothrix sp. PCC 7601	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Tolypothrichaceae	Tolypothrix									
WP_002851328.1	WP_034542706.1	64.5	1.12E-06	788	1003	618	76	13.592	310300;1235813	tetratricopeptide repeat protein [Bacteroides pyogenes]	Bacteroides pyogenes	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_034542706.1	60.7	1.71E-05	788	1003	384	76	13.281	310300;1235813	tetratricopeptide repeat protein [Bacteroides pyogenes]	Bacteroides pyogenes	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_014790691.1	64.5	1.13E-06	788	988	454	66	15.419	28251;867902;1401325;1401326	tetratricopeptide repeat protein [Ornithobacterium rhinotracheale]	Ornithobacterium rhinotracheale	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ornithobacterium								
WP_002851328.1	WP_014790691.1	60.7	1.84E-05	788	988	528	66	13.826	28251;867902;1401325;1401326	tetratricopeptide repeat protein [Ornithobacterium rhinotracheale]	Ornithobacterium rhinotracheale	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ornithobacterium								
WP_002851328.1	WP_025761607.1	64.5	1.13E-06	788	1018	484	84	16.529	1211851	tetratricopeptide repeat protein [Dyadobacter tibetensis]	Dyadobacter tibetensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter								
WP_002851328.1	WP_025761607.1	60.3	1.97E-05	788	1018	625	84	14.08	1211851	tetratricopeptide repeat protein [Dyadobacter tibetensis]	Dyadobacter tibetensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter								
WP_002851328.1	XP_014692652.1	64.2	1.13E-06	788	825	296	37	17.905	9793	PREDICTED: intraflagellar transport protein 88 homolog isoform X1 [Equus asinus]	Equus asinus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	XP_005601142.1	64.2	1.13E-06	788	825	296	37	17.905	9796	intraflagellar transport protein 88 homolog isoform X1 [Equus caballus]	Equus caballus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_131505790.1	64.5	1.14E-06	788	1006	426	74	14.789	2213021	tetratricopeptide repeat protein [Meridianimaribacter sp. CL38]	Meridianimaribacter sp. CL38	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Meridianimaribacter								
WP_002851328.1	WP_131505790.1	57.2	0.000194	788	1006	480	74	13.958	2213021	tetratricopeptide repeat protein [Meridianimaribacter sp. CL38]	Meridianimaribacter sp. CL38	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Meridianimaribacter								
WP_002851328.1	WP_131505790.1	56.1	0.000488	788	1006	572	74	14.336	2213021	tetratricopeptide repeat protein [Meridianimaribacter sp. CL38]	Meridianimaribacter sp. CL38	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Meridianimaribacter								
WP_002851328.1	WP_129759086.1	64.5	1.14E-06	788	1006	426	74	15.023	2510794	tetratricopeptide repeat protein [Flavobacteriaceae bacterium 144Ye]	Flavobacteriaceae bacterium 144Ye	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified Flavobacteriaceae								
WP_002851328.1	WP_129759086.1	56.5	0.000303	788	1006	480	74	13.958	2510794	tetratricopeptide repeat protein [Flavobacteriaceae bacterium 144Ye]	Flavobacteriaceae bacterium 144Ye	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified Flavobacteriaceae								
WP_002851328.1	WP_136080832.1	64.5	1.14E-06	788	902	499	59	14.83	2202731	tetratricopeptide repeat protein [Kiritimatiellales bacterium]	Kiritimatiellales bacterium	cellular organisms	Bacteria	PVC group	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	unclassified Kiritimatiellales										
WP_002851328.1	WP_079678414.1	64.5	1.14E-06	788	943	556	68	14.029	1729650	DUF563 domain-containing protein [Planktothrix sp. PCC 11201]	Planktothrix sp. PCC 11201	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix								
WP_002851328.1	RMD87924.1	64.5	1.14E-06	788	874	364	77	13.462	2212469	outer membrane protein assembly factor BamD [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota													
WP_002851328.1	RMD87924.1	62.6	3.53E-06	788	874	605	77	14.215	2212469	outer membrane protein assembly factor BamD [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota													
WP_002851328.1	RMD87924.1	59.5	3.7E-05	788	874	722	77	12.881	2212469	outer membrane protein assembly factor BamD [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota													
WP_002851328.1	RMD87924.1	58	0.000111	788	874	432	77	14.12	2212469	outer membrane protein assembly factor BamD [Calditrichaeota bacterium]	Calditrichaeota bacterium	cellular organisms	Bacteria	Calditrichaeota	unclassified Calditrichaeota													
WP_002851328.1	WP_055091443.1	64.5	1.15E-06	788	1003	545	64	13.211	350893	tetratricopeptide repeat protein [Flavobacterium daejeonense]	Flavobacterium daejeonense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_055091443.1	56.8	0.000273	788	1003	495	64	15.354	350893	tetratricopeptide repeat protein [Flavobacterium daejeonense]	Flavobacterium daejeonense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	RKX88181.1	64.5	1.15E-06	788	960	436	54	13.761	2202144	hypothetical protein DRP58_01115 [Spirochaetes bacterium]	Spirochaetes bacterium	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes													
WP_002851328.1	PAV85369.1	64.2	1.15E-06	788	614	418	48	15.072	2018661	hypothetical protein WR25_07229 isoform A [Diploscapter pachys]	Diploscapter pachys	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Nematoda	Chromadorea	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditidae incertae sedis	Diploscapter
WP_002851328.1	TDI74294.1	64.5	1.15E-06	788	1013	599	77	15.359	1898104	tetratricopeptide repeat protein [Bacteroidetes bacterium]	Bacteroidetes bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	TDI74294.1	57.2	0.00021	788	1013	406	77	15.517	1898104	tetratricopeptide repeat protein [Bacteroidetes bacterium]	Bacteroidetes bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	TDI74294.1	55.3	0.000815	788	1013	613	77	15.008	1898104	tetratricopeptide repeat protein [Bacteroidetes bacterium]	Bacteroidetes bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	XP_015395682.1	64.2	1.15E-06	788	806	296	37	17.905	74533	PREDICTED: intraflagellar transport protein 88 homolog isoform X2 [Panthera tigris altaica]	Panthera tigris altaica	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_130139646.1	64.2	1.16E-06	788	845	337	42	15.134	2484746	tetratricopeptide repeat protein [Sphingobacterium sp. 30C10-4-7]	Sphingobacterium sp. 30C10-4-7	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium								
WP_002851328.1	WP_118034099.1	64.5	1.16E-06	788	1010	557	75	14.363	28111	tetratricopeptide repeat protein [Bacteroides eggerthii]	Bacteroides eggerthii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_118034099.1	61.1	1.41E-05	788	1010	481	75	14.345	28111	tetratricopeptide repeat protein [Bacteroides eggerthii]	Bacteroides eggerthii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_118034099.1	55.7	0.00056	788	1010	477	75	12.998	28111	tetratricopeptide repeat protein [Bacteroides eggerthii]	Bacteroides eggerthii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_048185098.1	64.5	1.16E-06	788	1069	477	60	15.933	1550566	tetratricopeptide repeat protein [Methanoculleus sediminis]	Methanoculleus sediminis	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus									
WP_002851328.1	WP_137998756.1	63.4	1.16E-06	788	408	205	25	18.537	2528966	tetratricopeptide repeat protein [Brachyspira sp. Z12]	Brachyspira sp. Z12	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira										
WP_002851328.1	WP_121318637.1	64.5	1.17E-06	788	1004	504	63	13.889	2183917	tetratricopeptide repeat protein [Flavobacterium sp. JRR 20_7]	Flavobacterium sp. JRR 20_7	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_117512219.1	64.5	1.17E-06	788	1005	563	63	14.565	816;28116;2302925	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae									
WP_002851328.1	WP_111706542.1	64.5	1.17E-06	788	1005	519	64	13.295	2138210	tetratricopeptide repeat protein [Lutibacter sp. 1KV19]	Lutibacter sp. 1KV19	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter								
WP_002851328.1	XP_007495263.1	64.2	1.17E-06	788	828	300	38	17.667	13616	PREDICTED: intraflagellar transport protein 88 homolog isoform X1 [Monodelphis domestica]	Monodelphis domestica	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	XP_025780886.1	64.2	1.17E-06	788	791	296	37	17.905	9696	intraflagellar transport protein 88 homolog isoform X4 [Puma concolor]	Puma concolor	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	XP_022378244.1	64.2	1.17E-06	788	825	296	37	17.905	391180	intraflagellar transport protein 88 homolog isoform X1 [Enhydra lutris kenyoni]	Enhydra lutris kenyoni	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	RME16018.1	64.2	1.18E-06	788	614	484	61	15.496	28201	tetratricopeptide repeat protein [Bdellovibrio sp.]	Bdellovibrio sp.	cellular organisms	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio										
WP_002851328.1	WP_122027913.1	64.5	1.18E-06	788	986	554	69	14.079	2039166	tetratricopeptide repeat protein [Chryseobacterium sp. 6424]	Chryseobacterium sp. 6424	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	WP_122027913.1	58.4	8.03E-05	788	986	488	69	14.959	2039166	tetratricopeptide repeat protein [Chryseobacterium sp. 6424]	Chryseobacterium sp. 6424	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	WP_122027913.1	55.3	0.000718	788	986	433	69	17.552	2039166	tetratricopeptide repeat protein [Chryseobacterium sp. 6424]	Chryseobacterium sp. 6424	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium								
WP_002851328.1	WP_135071263.1	64.5	1.18E-06	788	995	595	69	13.109	2562278	tetratricopeptide repeat protein [Algoriphagus sp. XY-J91]	Algoriphagus sp. XY-J91	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus								
WP_002851328.1	WP_135071263.1	61.5	9.64E-06	788	995	557	69	14.183	2562278	tetratricopeptide repeat protein [Algoriphagus sp. XY-J91]	Algoriphagus sp. XY-J91	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus								
WP_002851328.1	KUK70698.1	64.5	1.18E-06	788	1291	649	78	12.789	1641382;1641394	Tetratricopeptide repeat protein, partial [Methanocalculus sp. 52_23]	Methanocalculus sp. 52_23	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanocalculaceae	Methanocalculus									
WP_002851328.1	KUK70698.1	60.3	2.55E-05	788	1291	571	78	14.011	1641382;1641394	Tetratricopeptide repeat protein, partial [Methanocalculus sp. 52_23]	Methanocalculus sp. 52_23	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanocalculaceae	Methanocalculus									
WP_002851328.1	WP_078008324.1	64.5	1.19E-06	788	1004	504	63	13.889	1179672	tetratricopeptide repeat protein [Flavobacterium sp. KBS0721]	Flavobacterium sp. KBS0721	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	XP_029065665.1	64.2	1.19E-06	788	788	296	37	17.568	40151	intraflagellar transport protein 88 homolog isoform X3 [Monodon monoceros]	Monodon monoceros	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	RQX75557.1	63.8	1.19E-06	788	531	207	26	19.324	943122	O-linked N-acetylglucosamine transferase, partial [Toxoplasma gondii CAST]	Toxoplasma gondii CAST	cellular organisms	Eukaryota	Alveolata	Apicomplexa	Conoidasida	Coccidia	Eucoccidiorida	Eimeriorina	Sarcocystidae	Toxoplasma	Toxoplasma gondii						
WP_002851328.1	XP_019303560.1	64.2	1.19E-06	788	806	296	37	17.905	9691	PREDICTED: intraflagellar transport protein 88 homolog isoform X2 [Panthera pardus]	Panthera pardus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_111365266.1	64.5	1.2E-06	788	1004	485	61	16.495	1685414	tetratricopeptide repeat protein [Flavobacterium tistrianum]	Flavobacterium tistrianum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_090105401.1	64.5	1.2E-06	788	1023	549	76	13.479	1884367	tetratricopeptide repeat protein [Chitinophaga sp. CF118]	Chitinophaga sp. CF118	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga								
WP_002851328.1	WP_090105401.1	59.2	4.63E-05	788	1023	523	76	14.34	1884367	tetratricopeptide repeat protein [Chitinophaga sp. CF118]	Chitinophaga sp. CF118	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga								
WP_002851328.1	XP_007464571.1	64.2	1.2E-06	788	825	296	37	17.568	118797	PREDICTED: intraflagellar transport protein 88 homolog [Lipotes vexillifer]	Lipotes vexillifer	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_065539742.1	64.5	1.21E-06	788	1005	663	77	12.368	1796613	tetratricopeptide repeat protein [Bacteroides caecimuris]	Bacteroides caecimuris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_065539742.1	63.8	1.65E-06	788	1005	563	77	14.387	1796613	tetratricopeptide repeat protein [Bacteroides caecimuris]	Bacteroides caecimuris	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides								
WP_002851328.1	WP_121049485.1	64.5	1.21E-06	788	1007	597	75	14.74	1486034	tetratricopeptide repeat protein [Lacinutrix venerupis]	Lacinutrix venerupis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix								
WP_002851328.1	WP_121049485.1	61.5	9.84E-06	788	1007	512	75	14.844	1486034	tetratricopeptide repeat protein [Lacinutrix venerupis]	Lacinutrix venerupis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix								
WP_002851328.1	WP_135471385.1	64.5	1.21E-06	788	997	377	47	14.058	2530391	tetratricopeptide repeat protein [Duncaniella sp. TLL-A3]	Duncaniella sp. TLL-A3	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella								
WP_002851328.1	WP_031491795.1	64.5	1.22E-06	788	1354	440	51	12.5	83771	tetratricopeptide repeat protein [Succinivibrio dextrinosolvens]	Succinivibrio dextrinosolvens	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio										
WP_002851328.1	WP_076621265.1	64.5	1.22E-06	788	1007	469	64	14.499	1936080	tetratricopeptide repeat protein [Winogradskyella sp. J14-2]	Winogradskyella sp. J14-2	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella								
WP_002851328.1	WP_076621265.1	55.3	0.000698	788	1007	606	64	15.017	1936080	tetratricopeptide repeat protein [Winogradskyella sp. J14-2]	Winogradskyella sp. J14-2	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella								
WP_002851328.1	XP_028447472.1	64.5	1.22E-06	788	1091	557	65	15.26	8167	tetratricopeptide repeat protein 21B isoform X2 [Perca flavescens]	Perca flavescens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei
WP_002851328.1	WP_019503651.1	64.5	1.23E-06	788	2658	567	69	14.815	118161	non-ribosomal peptide synthetase [Pleurocapsa sp. PCC 7319]	Pleurocapsa sp. PCC 7319	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Pleurocapsales	Hyellaceae	Pleurocapsa									
WP_002851328.1	WP_008462250.1	64.2	1.23E-06	788	1004	482	65	15.768	1202532	tetratricopeptide repeat protein [Flavobacterium sp. F52]	Flavobacterium sp. F52	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_008462250.1	55.7	0.000509	788	1004	617	65	13.29	1202532	tetratricopeptide repeat protein [Flavobacterium sp. F52]	Flavobacterium sp. F52	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_109323145.1	64.2	1.23E-06	788	1007	533	66	14.447	2183547	tetratricopeptide repeat protein [Pseudarcicella sp. HME7025]	Pseudarcicella sp. HME7025	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella								
WP_002851328.1	WP_109323145.1	61.1	1.35E-05	788	1007	466	66	15.021	2183547	tetratricopeptide repeat protein [Pseudarcicella sp. HME7025]	Pseudarcicella sp. HME7025	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella								
WP_002851328.1	WP_109323145.1	59.5	3.72E-05	788	1007	563	66	17.762	2183547	tetratricopeptide repeat protein [Pseudarcicella sp. HME7025]	Pseudarcicella sp. HME7025	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella								
WP_002851328.1	OGR43257.1	64.5	1.23E-06	788	1076	546	72	14.103	1797923;1797933	hypothetical protein A2X35_07935 [Elusimicrobia bacterium GWA2_61_42]	Elusimicrobia bacterium GWA2_61_42	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia													
WP_002851328.1	OGR43257.1	60.7	1.81E-05	788	1076	636	72	12.264	1797923;1797933	hypothetical protein A2X35_07935 [Elusimicrobia bacterium GWA2_61_42]	Elusimicrobia bacterium GWA2_61_42	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia													
WP_002851328.1	AAH12250.1	64.2	1.24E-06	788	824	300	38	17.333	10090	Intraflagellar transport 88 homolog (Chlamydomonas) [Mus musculus]	Mus musculus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	XP_009918754.1	64.5	1.24E-06	788	1309	419	51	15.99	8969	PREDICTED: tetratricopeptide repeat protein 21B, partial [Haliaeetus albicilla]	Haliaeetus albicilla	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_051319676.1	64.2	1.24E-06	788	654	321	61	19.315	54304	MULTISPECIES: tetratricopeptide repeat protein [Planktothrix]	Planktothrix	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae									
WP_002851328.1	WP_051319676.1	54.5	0.001	788	654	377	61	16.446	54304	MULTISPECIES: tetratricopeptide repeat protein [Planktothrix]	Planktothrix	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae									
WP_002851328.1	WP_059116091.1	64.2	1.25E-06	788	1004	618	73	14.725	1742859	tetratricopeptide repeat protein [Flavobacteriaceae bacterium CRH]	Flavobacteriaceae bacterium CRH	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified Flavobacteriaceae								
WP_002851328.1	WP_059116091.1	62.2	5.74E-06	788	1004	498	73	15.06	1742859	tetratricopeptide repeat protein [Flavobacteriaceae bacterium CRH]	Flavobacteriaceae bacterium CRH	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified Flavobacteriaceae								
WP_002851328.1	OLB26708.1	64.5	1.25E-06	788	1283	212	26	16.981	1803466	hypothetical protein AUH13_26335 [Acidobacteria bacterium 13_2_20CM_58_27]	Acidobacteria bacterium 13_2_20CM_58_27	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
